Neutron_Porosity,Deep_Resistivity,Medium_Resistivity,Gamma_Ray,Density,DTC
0.4736,5.435,6.3266,294.4617,2.2413,107.5165
0.4668,4.8102,5.1966,295.0952,2.2682,108.0415
0.4606,4.7841,5.2261,294.8399,2.2724,108.2482
0.4528,4.7605,5.186,296.9608,2.2727,108.4549
0.4477,4.6864,5.0496,299.2573,2.2704,108.9222
0.4881,3.1309,4.5078,294.4545,2.2431,109.7935
0.4985,3.8346,5.7752,291.8194,2.2298,109.9086
0.5165,3.6763,4.7977,292.3199,2.2175,110.1193
0.5318,3.6173,4.4102,290.3387,2.2098,110.3301
0.5363,3.6295,4.2888,281.8411,2.2091,110.5405
0.5282,3.6362,4.0969,278.23900000000003,2.2159,110.7323
0.5141,3.7628,4.1473,282.5918,2.2283,110.9242
0.4984,3.972,4.4551,281.1211,2.2430000000000003,111.1161
0.4819,4.1473,4.56,280.0172,2.2567,111.2715
0.4677,4.2628,4.6629,282.1228,2.2674,111.4261
0.4614,4.261,4.615,285.5091,2.2748,111.5807
0.4658,4.3312,4.6645,282.7542,2.2801,111.6696
0.4777,4.295,4.5151,280.1975,2.2851,111.7534
0.4863,4.2557,4.359,281.8926,2.2906,111.8372
0.4862,4.1235,4.0485,284.1656,2.2952,111.889
0.4819,4.0197,3.7678,290.2151,2.2969999999999997,111.9364
0.4644,4.1396,4.2038,297.8402,2.4226,110.0674
0.4691,3.9846,3.7667,285.7494,2.4537,109.6962
0.4698,3.8101,3.2017,274.395,2.4730000000000003,109.8727
0.4739,3.7502,2.8645,263.2463,2.4745,110.2984
0.4872,4.2236,3.0901,254.2444,2.4578,110.72399999999999
0.5009,5.0983,3.3978,253.5893,2.4315,110.8848
0.5039,4.8123,3.148,259.6579,2.4051,110.8962
0.4969,3.9626,3.5295,275.4846,2.383,110.9077
0.41100000000000003,8.0693,33.6569,282.3304,2.4826,100.3511
0.381,3.7652,13.9314,234.3344,2.5288,98.3929
0.3693,2.6219,3.5263,167.1299,2.4464,93.2281
0.3729,2.773,3.9778,168.6143,2.4544,93.3559
0.37200000000000005,2.7164,3.5083,169.8735,2.4636,93.4827
0.3672,2.6283,3.2571,168.8866,2.4701,93.6356
0.3618,2.6708,3.4298,168.4471,2.4722,93.7875
0.3591,2.7479,3.5795,166.6203,2.472,93.9393
0.3579,2.6251,2.9943,155.4362,2.4432,93.15299999999999
0.3669,2.6675,3.2273,152.2433,2.4351,92.8373
0.3749,2.7127,3.272,152.769,2.4293,92.4196
0.3769,2.6267,3.0193,153.3361,2.4268,91.9857
0.3751,2.6642,3.1654,150.2616,2.4296,91.5519
0.373,2.7547,3.3735,147.9265,2.438,91.02600000000001
0.3709,2.8102,3.5358,143.7829,2.4492,90.4792
0.3705,2.8445,3.6431,138.8475,2.4578,89.9324
0.3713,2.8869,3.8379,135.5276,2.4606,89.6572
0.3708,2.8665,3.8037,129.6813,2.458,89.4641
0.3664,2.8084,3.6574,128.4954,2.4530000000000003,89.2711
0.3595,2.7461,3.5617,130.0146,2.4494,89.1763
0.3544,2.7348,3.5792,133.5913,2.45,89.1198
0.3551,2.7417,3.6574,131.9327,2.4551,89.0633
0.36200000000000004,2.7386,3.6201,132.6242,2.4643,89.1118
0.3715,2.6075,3.378,131.7218,2.476,89.2116
0.3437,2.9788,3.0328,133.4384,2.4686,86.2868
0.3396,3.0843,3.5331,133.2712,2.4647,86.4347
0.3255,2.7194,3.5389,132.5987,2.4706,87.115
0.3245,2.9019,3.5569,132.4739,2.4791,87.4339
0.3229,3.2253,3.5664,136.2387,2.4836,87.7402
0.3202,3.2477,3.8899,135.8002,2.4819,88.0213
0.3187,2.9438,3.3869,133.5981,2.4757,88.3024
0.3186,2.8628,3.2721,133.9541,2.4689,88.5227
0.3205,2.7906,3.2524,134.3565,2.464,88.5923
0.32299999999999995,2.7817,3.2768,135.6436,2.4622,88.6619
0.3259,2.7348,3.2310000000000003,138.5459,2.4626,88.6784
0.3302,2.6924,3.0842,141.2466,2.4638,88.5262
0.337,2.6625,3.128,138.7606,2.4636,88.374
0.3457,2.6315,3.0756,140.2852,2.4613,88.22399999999999
0.3571,2.6171,3.1460000000000004,142.6915,2.4581,88.0833
0.3651,2.6284,3.5255,146.6485,2.4513,87.8126
0.37,2.6315,3.6885,146.3979,2.4485,87.7448
0.3701,2.6139,3.6729,143.5679,2.4465,87.677
0.3645,2.6027,3.7030000000000003,140.0802,2.4445,87.6316
0.1304,3.4959,4.1439,28.4643,2.3987,68.8115
0.1169,4.3716,5.092,30.1176,2.4065,67.4268
0.1033,4.5243,4.8572,30.2155,2.4241,66.0868
0.0963,4.3286,3.7039999999999997,30.2292,2.4475,64.7984
0.092,3.8614,2.6604,31.1261,2.4706,63.5101
0.0895,3.6689999999999996,2.3005,30.9732,2.4895,62.3693
0.08800000000000001,3.7789,2.3283,30.5135,2.5024,61.4361
0.0873,4.6002,2.6583,32.2983,2.508,60.503
0.0868,6.0233,3.9716,31.27,2.509,59.7513
0.0838,7.8493,5.8036,30.3897,2.5097,59.3118
0.0838,10.7561,11.4421,30.3571,2.5165,58.8724
0.0837,12.127,16.3237,29.930999999999997,2.5328,58.7087
0.0841,11.2332,17.3043,28.7462,2.5564,59.1324
0.0855,10.2041,19.9358,30.3044,2.5816,59.5562
0.0883,8.9974,18.2736,27.8948,2.6024,60.1963
0.09300000000000001,7.4151,11.6213,27.6858,2.6151,61.4176
0.0992,5.9597,8.3978,27.9471,2.6187,62.6388
0.1063,5.3816,7.8206,29.0577,2.613,64.0114
0.1148,5.3988,9.892999999999999,29.7077,2.5989999999999998,65.9103
0.1245,5.7222,14.5605,28.7325,2.5757,67.8092
0.1384,5.9159,16.6794,27.555,2.5468,69.7233
0.1507,5.9852,15.7468,27.3221,2.5140000000000002,71.7088
0.1659,6.1143,15.2744,25.9958,2.4797,73.6943
0.1759,6.3382,16.3462,26.1159,2.444,75.5716
0.1787,6.1607,14.5323,26.8005,2.4089,76.7078
0.1833,5.343999999999999,11.4031,27.2562,2.3803,77.8441
0.1831,5.3028,18.4637,28.8609,2.3625,78.9487
0.1835,5.6581,27.4508,29.721,2.3565,79.6866
0.1854,5.9221,29.851999999999997,30.0926,2.3572,80.4246
0.1878,6.2051,26.7621,32.3232,2.3596,81.1397
0.1888,6.1739999999999995,20.4285,31.2102,2.3619,81.1525
0.1851,5.7151,14.3225,30.6103,2.3657,81.1652
0.1877,4.9708,9.8568,31.3553,2.3731,81.1779
0.1896,3.9737,6.5473,31.401999999999997,2.3827,80.7437
0.19399999999999998,3.0961,4.3044,33.4667,2.3899,80.3019
0.0891,2.6376,3.5195,44.5584,2.6146,76.9482
0.086,2.6977,3.5180000000000002,42.0897,2.6196,75.9738
0.083,2.9133,3.9164,39.3293,2.6213,74.969
0.0789,3.1781,4.3607,38.8506,2.6217,73.8129
0.0709,3.5631,4.7148,38.9877,2.6248,72.6568
0.0639,4.1736,6.1267,38.3052,2.6358,71.464
0.0605,4.8145,7.8027,35.5567,2.6539,70.0008
0.0611,5.0445,8.1476,36.5984,2.6716,68.5377
0.0635,5.2745,8.4925,37.5422,2.6805,67.0777
0.066,5.5224,9.0822,35.6886,2.6787,65.65899999999999
0.0677,5.6813,9.4934,36.9292,2.6716,64.2404
0.0692,5.9328,10.4118,34.4752,2.6659,62.839
0.0718,6.1942,11.2599,31.9531,2.6632,62.1544
0.0741,6.2314,11.3104,33.2832,2.6599,61.4698
0.0805,6.2689,11.4837,34.9097,2.6516,60.7852
0.0834,6.7768,13.5598,36.6872,2.6403,60.6946
0.0842,7.3614,17.9674,38.8226,2.6323,60.6189
0.0837,7.7378,23.2069,36.1151,2.6309,60.5433
0.0831,7.7903,25.4429,35.1397,2.6343,60.3417
0.0829,7.2349,19.2969,36.1446,2.6377,60.1302
0.0834,6.7701,16.245,37.7245,2.638,59.9187
0.0848,6.5819,15.4907,37.9018,2.634,59.7779
0.087,6.5025,15.2643,37.3448,2.6262,59.6468
0.0899,6.4734,15.9944,37.6219,2.6152,59.5158
0.0926,6.5539,17.1446,38.255,2.6025,59.4808
0.0947,6.64,18.999000000000002,39.0575,2.5924,59.4653
0.0958,6.716,21.7172,39.7899,2.5871,59.4498
0.0948,6.9449,24.7016,40.8804,2.5853,59.5008
0.0986,7.1742,29.1564,39.7253,2.5818,59.57
0.1001,6.9401,24.7469,39.1867,2.5719,59.6393
0.1053,6.176,18.3094,39.1805,2.5552,59.9822
0.1106,5.4281,13.8036,38.2603,2.5357,60.4235
0.1146,4.8802,11.0409,36.9049,2.5196,60.8648
0.1161,4.5413,10.0239,36.4448,2.5135,61.2989
0.1169,4.387,9.4469,36.4732,2.5181,61.7297
0.1138,4.3022,9.6729,37.8373,2.5305,62.1604
0.11,4.1985,9.6504,39.1547,2.5461,62.498000000000005
0.1046,3.7839,7.9406,39.3691,2.5621,62.7831
0.1038,3.3734,6.0771,38.1694,2.5778,63.0681
0.1013,3.1091,5.1386,37.2142,2.5942,63.1687
0.0983,2.9118,4.5249,38.6352,2.6106,63.1418
0.0947,2.7558,4.1028,38.6605,2.6228,63.1148
0.0919,2.7152,4.2208,37.2974,2.6278,62.8276
0.0915,2.7017,4.416,37.3041,2.6261,62.3217
0.11900000000000001,2.7437,4.9161,30.2364,2.5294,76.3919
0.1071,3.022,5.3916,30.2833,2.5598,74.6815
0.0997,3.6013,5.2876,30.0256,2.5838,72.9711
0.0919,3.6308,5.2943,29.7251,2.5993,71.53
0.0852,3.705,5.3695,30.9754,2.609,70.6037
0.0798,3.7474,5.4426,32.1787,2.6155,69.6774
0.0765,3.7674,5.4653,32.1121,2.6202,68.8343
0.0744,3.7964,5.4455,30.9655,2.6215,68.1894
0.0734,3.8139999999999996,5.4759,30.3866,2.6171,67.5446
0.0743,3.8614,5.6957,30.5451,2.6072,66.9212
0.078,3.9038,5.8834,30.4578,2.5975,66.363
0.0812,3.9532,6.1607,31.1367,2.594,65.8047
0.0849,4.0441,6.5821,32.6193,2.5974,65.3211
0.0852,4.0585,6.6926,33.0779,2.6061,65.1373
0.0837,4.0455,6.3191,32.3348,2.6180000000000003,64.9535
0.0787,4.0716,6.2193,32.0199,2.6302,64.8429
0.075,4.0881,6.2877,31.2942,2.6373,65.1427
0.0736,3.8872,6.8559,32.5673,2.635,65.4425
0.0744,3.9941,8.0908,33.4142,2.6243,65.7505
0.0769,4.0277,8.656,35.9237,2.6084,66.1295
0.0811,3.972,7.7849,39.0932,2.5913,66.5085
0.0864,3.8675,6.8881,40.9737,2.5748,66.8984
0.0901,3.8286,6.7968,41.4226,2.5612,67.475
0.0925,3.8855,7.1381,41.9243,2.5533,68.0516
0.0968,4.0511,8.5733,44.2902,2.5531,68.624
0.0996,4.2328,10.6937,45.868,2.5574,69.179
0.1049,4.2205,10.9826,42.5833,2.5596,69.7299
0.1079,4.1135,9.7222,41.0105,2.5549,70.2809
0.1087,4.0197,8.0158,43.4603,2.5441,70.7422
0.1119,3.9222,7.0798,46.5808,2.5321,71.1998
0.1157,3.8054,6.2641,48.7229,2.5237,71.6574
0.1101,3.6966,5.7234,48.2748,2.5225,71.8679
0.1045,3.6013,5.5583,50.9987,2.5276,72.0544
0.099,3.4328,4.6953,55.1696,2.5367,72.2409
0.1007,3.2886,4.115,57.0463,2.5467,72.3826
0.1056,3.0025,3.1421,58.4009,2.5548,72.5172
0.1107,2.8051,2.5791,61.2587,2.5591,72.6518
0.1249,2.7555,2.4996,61.6325,2.5559,72.6997
0.1374,2.78,2.6033,60.802,2.5434,72.7278
0.14800000000000002,2.7637,2.6043,61.6283,2.5241,72.756
0.1556,2.6907,2.5395,63.3377,2.5026,72.7629
0.1591,2.6202,2.4501,61.0109,2.4828,72.7634
0.1416,2.7343,3.1449,52.1158,2.4413,72.4882
0.1356,2.8706,3.7491,50.8905,2.4434,72.0842
0.1239,3.065,4.4991,49.3627,2.4485,71.5322
0.1167,3.1446,4.7771,48.9966,2.4561,70.9802
0.1135,3.1879,4.9024,49.531000000000006,2.4657,70.2502
0.1076,3.2231,4.9699,47.9641,2.4761,69.4127
0.1016,3.2499,5.0009,46.6527,2.4854,68.5753
0.0964,3.2967,5.0876,45.2737,2.4925,67.6129
0.0898,3.3351,5.1134,41.8056,2.4989,66.5583
0.0899,3.3492,5.0409,41.2793,2.5088,65.5038
0.0873,3.3516,4.9088,40.5083,2.5236,64.7206
0.0871,3.3575,4.7523,41.0621,2.5419,64.1805
0.0858,3.4056,4.7538,41.9924,2.5615,63.6404
0.0856,3.4585,4.8063,43.5996,2.5789999999999997,63.2602
0.0839,3.5243,4.8772,43.846000000000004,2.5928,63.0536
0.0853,3.6364,5.0723,44.4709,2.6028,62.847
0.0845,3.7645,5.3427,44.6895,2.6104,62.7038
0.084,3.8676,5.5814,44.3069,2.6174,62.6443
0.0871,3.9846,5.7839,44.7614,2.6235,62.5848
0.0875,4.0572,5.888,43.7402,2.6283,62.4973
0.0847,4.1689,5.9411,43.638999999999996,2.6321,62.365
0.0842,4.2451,5.9927,43.793,2.6372,62.2327
0.0831,4.3131,6.0334,45.5149,2.6431,62.0939
0.0814,4.3753,6.0486,47.2617,2.6473,61.9424
0.0797,4.4279,6.0428,47.1551,2.6478,61.791000000000004
0.0785,4.4911,6.0008,47.2812,2.6462,61.6813
0.0781,4.5322,5.9743,47.1701,2.6447,61.675
0.0762,4.546,5.8926,46.6993,2.6442,61.6688
0.078,4.544,5.7817,48.5545,2.6452,61.7116
0.0776,4.5361,5.7085,47.5312,2.6468,61.9102
0.0769,4.552,5.664,46.4836,2.6483,62.1088
0.0766,4.5381,5.5842,47.1593,2.6496,62.3401
0.0774,4.5175,5.5109,45.6379,2.6504,62.7096
0.0789,4.4969,5.4376,45.1674,2.6506,63.07899999999999
0.0802,4.4737,5.3058,44.3653,2.6497,63.4385
0.0807,4.4545,5.2261,42.8223,2.648,63.7382
0.0804,4.4834,5.268,42.7537,2.6464,64.038
0.0801,4.5204,5.3293,42.8258,2.6452,64.3136
0.0806,4.5719,5.4046,44.6267,2.6444,64.3613
0.08199999999999999,4.6285,5.5152,45.1523,2.6429,64.4089
0.0838,4.6885,5.6575,44.4029,2.6408,64.4435
0.0851,4.7497,5.83,43.2229,2.6403,64.2164
0.0854,4.754,5.8745,44.1911,2.6422,63.9893
0.0846,4.7711,5.9331,44.666000000000004,2.6466,63.7621
0.0833,4.7776,5.9835,45.0571,2.6525,63.5168
0.0825,4.7711,6.002000000000001,44.5444,2.6595,63.2714
0.0829,4.7711,5.9754,43.2029,2.6656,63.0261
0.0843,4.754,5.9331,41.6322,2.6686,62.9372
0.0862,4.7221,5.8656,41.4164,2.6664,62.8564
0.0882,4.72,5.829,41.3002,2.6589,62.7756
0.0908,4.7755,5.9628,40.5335,2.6488,62.9025
0.0934,4.7928,6.0853,39.4757,2.6406,63.0515
0.0949,4.7928,6.0206,36.7196,2.6371,63.2006
0.0946,4.6617,5.6081,37.4024,2.6378,63.4009
0.0926,4.6041,5.4891,39.306,2.6399,63.6099
0.0901,4.5759,5.4259,40.6491,2.6422,63.8189
0.0878,4.5401,5.3599,40.7764,2.6449,64.0446
0.0856,4.4527,5.2039,43.1615,2.6477,64.2743
0.0838,4.3716,5.0061,43.3523,2.6496,64.50399999999999
0.0825,4.3023,4.8502,42.9702,2.6507,64.7246
0.0821,4.224,4.7306,43.1315,2.6508,64.9423
0.08199999999999999,4.2101,4.6443,43.2161,2.6494,65.16
0.0821,4.2827,4.8534,40.525,2.6465,65.3909
0.0822,4.3166,4.9443,40.4509,2.6436,65.6271
0.0825,4.3202,4.9716,40.3667,2.6419,65.8633
0.0831,4.313,4.9785,39.7847,2.6414,66.0936
0.0841,4.2789,4.9242,40.9966,2.6407,66.3208
0.085,4.1859,4.7771,39.5104,2.6391,66.5481
0.0854,4.1247,4.6181,41.2188,2.6372,66.7268
0.0847,4.0848,4.5363,46.8737,2.6373,66.8751
0.083,4.0585,4.5124,52.2465,2.64,67.0235
0.0808,4.0848,4.5139,55.3184,2.6428,67.1119
0.0792,4.0683,4.5199,55.6065,2.6425,67.1545
0.0801,4.0782,4.5875,53.0732,2.6384,67.1971
0.0843,4.098,4.695,50.3503,2.6327,67.2227
0.091,4.0585,4.6212,47.0938,2.6295,67.2326
0.0973,4.0132,4.5875,47.5283,2.6301,67.2425
0.1004,3.9283,4.458,50.6766,2.6318,67.3001
0.0999,3.7733,4.1398,57.1585,2.6299,67.4112
0.0974,3.7332,4.075,59.2526,2.6226,67.5224
0.0952,3.6994,4.0878,55.1481,2.6128,67.7195
0.0938,3.7389,4.1776,52.3806,2.6048,68.0336
0.1004,3.6966,4.1359,49.0906,2.6014,68.3477
0.1079,3.6389,4.0673,46.1492,2.6027,68.7077
0.1149,3.5854,3.9152,44.935,2.6074,69.1441
0.1168,3.3825,3.5637,44.5142,2.6123,69.5806
0.1121,3.2342,3.2599,44.4348,2.6134,69.9781
0.1042,3.2845,3.3637,46.0606,2.608,70.2958
0.0981,3.3754,3.7278,47.9629,2.5981,70.6135
0.096,3.3754,3.7358,51.316,2.5896,70.8229
0.0976,3.2458,3.5336,57.6307,2.5873,70.7531
0.1019,3.0753,3.1511,67.3793,2.5927,70.6833
0.1101,2.9945,3.0219,76.7364,2.6033,70.5147
0.1239,2.9739,3.0589,87.8124,2.6127,70.0176
0.1436,2.8907,2.949,92.9802,2.6146,69.5206
0.1664,2.773,2.6774,92.3951,2.6078,68.9881
0.188,2.6741,2.4519,85.0341,2.5975,68.298
0.1463,2.7331,2.319,51.7904,2.5823,65.7206
0.1266,3.0043,2.7239,46.6626,2.582,65.1431
0.1101,3.2567,3.113,40.8679,2.5867,64.8455
0.096,3.4535,3.4218,38.0121,2.5986,64.548
0.0869,3.6146,3.5996,36.2753,2.6162,64.2632
0.0749,3.8988,3.9976,36.2478,2.635,64.289
0.07,4.2949,4.649,39.3403,2.6482,64.3148
0.0698,4.466,5.02,41.4879,2.6521,64.3408
0.0735,4.5047,5.1116,44.1131,2.6505,64.5706
0.0786,4.5302,5.0769,44.7125,2.6486,64.8023
0.0828,4.5679,5.0831,42.6739,2.6471,65.0341
0.0846,4.544,4.9699,40.9953,2.6451,65.3055
0.0833,4.5086,4.8259,39.1498,2.6424,65.5792
0.0803,4.312,4.4771,38.7153,2.6412,65.85300000000001
0.0777,4.2416,4.4217,39.2033,2.6418,66.09899999999999
0.077,4.231,4.4667,40.4466,2.642,66.3417
0.0785,4.2171,4.4873,42.2825,2.6397,66.5845
0.0803,4.1637,4.4276,42.4308,2.6366,66.7695
0.0815,4.0881,4.3547,42.0386,2.6357,66.9442
0.0824,4.0618,4.3337,40.6305,2.638,67.1188
0.0846,4.0118,4.3114,39.876,2.6422,67.2307
0.0887,3.9191,4.2022,40.2503,2.6458,67.3268
0.0935,3.8084,4.0466,40.2157,2.6469,67.4229
0.0968,3.705,3.9372,38.9198,2.645,67.4545
0.0971,3.597,3.8232,40.4543,2.6371,67.4648
0.0934,3.4491,3.6663,41.1728,2.6239,67.4751
0.091,3.2612,3.3428,40.5363,2.6097,67.4856
0.0913,3.1361,3.0439,39.5535,2.6004,67.4964
0.0892,2.971,2.7542,37.1115,2.5971,67.5071
0.0905,2.9886,2.8881,37.9984,2.596,67.4611
0.0922,3.1183,3.2036,41.9932,2.5965,67.3852
0.0944,3.1297,3.2366,46.5719,2.6001,67.3092
0.0922,3.0409,2.9999,53.3984,2.6091,67.46300000000001
0.0888,2.9906,2.8583,55.4729,2.6197,67.7652
0.0868,3.1191,3.091,51.4116,2.6251,68.0673
0.0887,3.2119999999999997,3.4118,47.7334,2.6245,68.4674
0.0956,3.201,3.3399,43.0189,2.6202,68.9446
0.1045,3.2132,3.3964,41.0667,2.6148,69.4219
0.1165,3.3048,3.6519,39.7595,2.6096,69.8288
0.1211,3.3647,3.8882,38.2306,2.6069999999999998,70.1685
0.1183,3.3234,3.8166,37.7288,2.6067,70.5082
0.1095,3.241,3.6387,38.199,2.6022,70.8451
0.105,3.2032,3.5253,38.7583,2.5839999999999996,71.1788
0.1019,3.2198,3.6907,37.2247,2.5514,71.5126
0.102,3.1944,3.9019,35.4851,2.5191,71.7601
0.1119,3.1532,3.7552,34.6987,2.5076,71.8865
0.1232,2.9847,3.313,32.9103,2.5215,72.0129
0.1412,2.8184,3.1111,32.2302,2.5453,72.0917
0.1572,2.8191,3.384,32.4616,2.5591,72.0887
0.1734,2.7998,3.3834,34.3263,2.5518,72.0857
0.1093,2.6139,3.0894,39.6537,2.6096,71.2689
0.113,2.7092,3.3477,38.3139,2.6069999999999998,71.4182
0.1272,2.638,3.1789,37.1241,2.568,71.7698
0.1266,2.6494,3.1957,36.5038,2.5633,71.8333
0.1277,2.6527,3.1862,36.1977,2.562,71.6188
0.1287,2.6535,3.0868,36.7233,2.5609,71.5116
0.1311,2.6348,2.943,36.431,2.5592,71.4043
0.0844,2.8182,4.3665,42.3162,2.642,67.4861
0.0846,3.2955,5.4475,39.8083,2.6427,66.7644
0.0893,3.5402,5.8186,38.9375,2.6382,66.1256
0.0943,3.7388,5.9674,37.863,2.6343,65.4868
0.0947,3.8018,5.8689,37.3856,2.6343,64.7846
0.0888,3.8647,5.7705,37.3531,2.638,63.9653
0.0795,3.9704,5.3298,37.9561,2.6422,63.146
0.0722,4.092,5.0567,38.2534,2.6434,62.5348
0.0698,4.4612,6.0796,41.9502,2.639,62.4016
0.0718,4.6939,6.831,47.2027,2.6310000000000002,62.2684
0.0761,4.9265,7.5824,51.5016,2.6233,62.2078
0.0835,5.0695,7.8763,52.9621,2.6199,62.3589
0.0833,5.0481,7.582000000000001,46.2355,2.6237,62.51
0.0823,5.0315,7.4253,40.5649,2.6337,62.646
0.0766,5.035,7.4171,39.512,2.6468,62.724
0.0679,5.0386,7.4089,43.0663,2.6594,62.802
0.0599,4.9662,7.2539,48.9598,2.668,62.8327
0.0553,4.7745,6.602,52.4538,2.6716,62.6138
0.0548,4.5401,6.0769,54.5797,2.6710000000000003,62.3949
0.0567,4.5753,6.4247,53.1409,2.6674,62.1913
0.0592,4.6106,6.7724,45.9809,2.6625,62.1105
0.0609,4.7625,7.9824,36.7747,2.6575,62.07
0.0613,4.867,8.9282,29.8575,2.6534,62.0296
0.0611,4.7884,9.8007,26.634,2.6508,61.9817
0.0613,4.6446,9.3149,25.5938,2.6481,62.4204
0.0633,4.5009,8.8292,26.3426,2.6436,62.8591
0.0689,4.1864,7.1736,27.1643,2.6343,63.306000000000004
0.081,3.9725,6.3545,26.543000000000003,2.6151,64.2807
0.1008,3.7682,5.9702,28.4809,2.5846,65.2554
0.1253,3.6528,5.7963,32.1911,2.5497,66.23
0.14800000000000002,3.5373,5.6223,35.8303,2.5221,67.2529
0.1617,3.1122,4.9728,44.0195,2.5107,68.2773
0.0835,2.6148,4.3248,31.004,2.6212,71.4703
0.0814,2.6691,4.586,29.8093,2.6275,70.9405
0.08199999999999999,2.6857,4.6304,29.2283,2.6276,70.4672
0.0763,2.6891,4.5494,33.8316,2.6184,70.015
0.078,2.6693,4.4805,39.7481,2.5975,69.5628
0.0803,2.6494,4.4117,42.3775,2.5662,69.5331
0.1283,2.6251,3.2403,76.6751,2.5328,72.1333
0.1205,2.8642,3.964,89.3922,2.5534,72.3459
0.113,2.9114,4.013999999999999,90.5904,2.5644,72.2962
0.1124,2.9115,3.7019,92.7838,2.5653,72.2465
0.1155,2.752,3.0549,93.4154,2.56,72.1478
0.1251,2.7059,3.0109,91.3335,2.5543,72.0984
0.1384,2.8525,3.3893,83.6407,2.5540000000000003,72.0491
0.1474,2.9554,3.7086,68.8971,2.5610000000000004,71.6258
0.1545,2.9371,3.6388,54.908,2.5724,71.4072
0.1566,2.9188,3.569,47.5937,2.5843,71.1887
0.1527,2.8823,3.4293,41.9086,2.5924,70.7516
0.1512,2.8684,3.3988,40.4902,2.5955,70.6506
0.1532,2.85,3.38,41.092,2.5954,70.5495
0.1526,2.8085,3.2994,41.508,2.5959,70.3701
0.1476,2.752,3.208,42.7479,2.5991,70.2805
0.1416,2.7374,3.193,41.7423,2.6044,70.1908
0.1302,2.7228,3.178,39.4637,2.61,70.4538
0.1154,2.6766,3.1185,37.9514,2.6148,70.6203
0.1016,2.6658,3.0695,39.0348,2.6184,70.7868
0.0928,2.6576,3.0999,38.7331,2.6215,71.1199
0.0894,2.6364,3.1069,38.488,2.6244,71.5341
0.0896,2.6283,3.1209,39.4652,2.6275,71.9484
0.0914,2.6083,3.1169,42.9784,2.6298,72.889
0.0948,2.6044,3.9947,34.3353,2.5989,70.7655
0.0867,2.602,3.0447,65.1821,2.5980000000000003,67.3018
0.0819,2.638,3.0227,67.33800000000001,2.6096,67.1411
0.0796,2.6825,3.0287,70.1802,2.6133,66.9603
0.0778,2.7262,3.0592,75.0754,2.6089,66.7795
0.0793,2.7365,3.0073,74.4763,2.5999,66.5716
0.0814,2.752,2.9613,67.4723,2.5918,66.2603
0.0835,2.7987,3.0232,56.9362,2.5877,65.949
0.0862,2.9049,3.2217,48.931000000000004,2.5864,65.6588
0.0905,2.9352,3.2364,48.5158,2.5845,65.4801
0.09699999999999999,2.9247,3.1672,52.1922,2.5803,65.3014
0.1041,2.9535,3.1958,59.8698,2.5762,65.1197
0.1107,3.0145,3.3162,70.4842,2.5758,64.9138
0.1106,3.0467,3.3939,74.7542,2.5798,64.7079
0.1046,3.0065,3.3101,67.1537,2.5846,64.5158
0.0996,3.0325,3.4128,55.4755,2.5855,64.5257
0.0987,3.1088,3.5953,46.1623,2.5810000000000004,64.5357
0.0989,3.1704,3.7449,38.9999,2.5736,64.5501
0.1016,3.2021,3.7455,36.8387,2.5669999999999997,64.8491
0.1042,3.2032,3.7472,36.6796,2.5635,65.1481
0.1097,3.1694,3.6731,39.0912,2.5635,65.4471
0.1159,3.1088,3.4466,41.667,2.5677,65.8152
0.1221,3.0568,3.3072,43.3199,2.5774,66.1856
0.1294,3.0909,3.2874,46.2258,2.593,66.556
0.133,3.0188,2.9933,52.0747,2.6129,66.8729
0.1351,2.9671,2.8763,56.8244,2.633,67.1851
0.1363,3.0406,2.9752,59.8876,2.6486,67.4973
0.1375,3.2092,3.3638,59.4845,2.6572,67.6645
0.1379,3.2522,3.5263,55.7589,2.659,67.8101
0.1353,3.2209,3.3419,54.3269,2.6572,67.9558
0.1367,3.2032,3.2636,54.7501,2.6545,67.9848
0.1381,3.2153,3.2344,57.3292,2.6513,67.9888
0.1419,3.2342,3.2825,62.8691,2.6461,67.9928
0.1496,3.3858,3.5693,68.0883,2.6396,68.0589
0.1499,3.5012,3.784,74.7247,2.6344,68.1429
0.151,3.5809,3.9617,81.3696,2.6328,68.227
0.1506,3.62,4.0456,88.0853,2.6343,68.2934
0.1491,3.6484,4.1086,90.0536,2.6373,68.3532
0.147,3.6553,4.0917,93.5462,2.6404,68.413
0.1453,3.6335,4.0071,94.6243,2.6421,68.5064
0.1446,3.6362,3.9927,92.421,2.6414,68.6157
0.1448,3.6389,3.9396,93.02799999999999,2.6394,68.725
0.1451,3.5836,3.7866,93.4796,2.6386,68.8218
0.1446,3.5294,3.6624,97.6709,2.6402,68.9113
0.1433,3.5736,3.7109,105.8069,2.6439,69.0008
0.1415,3.596,3.7609,105.34200000000001,2.648,69.1164
0.1397,3.6174,3.8114,101.5463,2.6508,69.1835
0.138,3.6281,3.8449,95.6693,2.6512,69.2507
0.1369,3.6161,3.7785,94.2949,2.6486,69.385
0.1345,3.5645,3.6541,95.8786,2.6437,69.4823
0.1367,3.5749,3.6779,97.7341,2.6384,69.5474
0.1372,3.5763,3.6762,98.0595,2.6346,69.6125
0.1376,3.6268,3.7764,94.3099,2.6324,69.633
0.1372,3.6635,3.8911,93.796,2.6298,69.6065
0.1338,3.6444,3.8755,91.2032,2.6261,69.5799
